Experiment_no,Disyllable,Date,Dataset,Model,Train Loss,Train RMSE,Train R2,Validate Loss,Validate RMSE,Validate R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,EarlyStop At,EarlyStopPatience,Learning rate,Batch size,Epochs,Loss function,Optimizer,Label mode,Eval label mode,Train feature shape,Label shape,Load_save,Load_checkpoint
1,True,2020-February-14 12:55,ta/d_dataset_t1/aug_data,resnet,0.10029227139099738,0.30234295,0.5232445115746633,0.11837496702532165,0.3277691,0.44675804551126463,0.11732567615300707,0.32656148,0.4533274688763521,,,308.311208486557,33,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
2,True,2020-February-14 13:04,ta/d_dataset_t1/aug_data,bilstm,0.06265158981853006,0.2360935360193253,0.6921462907259145,0.1219288409351962,0.3258773386478424,0.4313816645423853,0.11715982403331725,0.31938812136650085,0.4544235283778535,,,270.22904014587397,15,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
3,True,2020-February-14 13:07,ta/d_dataset_t1/aug_data,FCNN,0.11686242268832073,0.3273674249649048,0.4477864769470257,0.11813856400911092,0.32815805077552795,0.4419060352552048,0.11599675325973588,0.3258630633354187,0.4540521127091248,,,171.7197067737579,39,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
4,True,2020-February-14 13:07,ta/d_dataset_t1/aug_data,baseline,0.16126150982035195,0.38963526487350464,0.24405501496376536,0.1609753276929387,0.3878574967384337,0.2444405809643646,0.16038820521107133,0.3879819810390472,0.2480466106989352,,,27.738218545913696,13,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
5,True,2020-February-14 13:17,ta/d_dataset_t1/aug_data,cnn_bilstm,0.08861370682055689,0.2819580137729645,0.5740203676926985,0.11033264036555757,0.31241416931152344,0.4803424782921804,0.10754770316238883,0.3089852035045624,0.4955064634685321,,,522.3841414451599,28,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
7,True,2020-February-14 13:43,ta/d_dataset_t1/aug_data,cnn_bilstm_dropout,0.06981291950416392,0.2497657537460327,0.6610953708301747,0.11541934337771192,0.31835755705833435,0.4576322362175643,0.11042494435759016,0.3110367655754089,0.4821483730884856,,,1521.4488151073456,25,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
6,True,2020-February-14 13:53,ta/d_dataset_t1/aug_data,resnet_large,0.09894772320862616,0.3013231158256531,0.528339571399057,0.11545494917901428,0.3244351148605347,0.4549889990220397,0.11442456971417828,0.3233492970466614,0.4608695443450779,,,510.7315413951874,23,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
8,True,2020-February-14 14:07,ta/d_dataset_t1/aug_data,senet,0.09751529899299337,0.2984129786491394,0.5345077032232338,0.11563684069245694,0.323735386133194,0.4569313285711281,0.11408611378078798,0.3221941590309143,0.4661914044237833,,,390.35846972465515,31,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
9,True,2020-February-14 14:19,ta/d_dataset_t1/aug_data,senet_bilstm,0.08691814235495779,0.27975958585739136,0.581281903785497,0.11260795806013878,0.31693515181541443,0.4707421184719289,0.10907526824863756,0.3119860589504242,0.4875427702207586,,,537.5538430213928,25,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
10,True,2020-February-14 14:36,ta/d_dataset_t1/aug_data,senet_bilstm,0.08763181512075588,0.2805939316749573,0.5785243384640775,0.10933086061600206,0.3116317689418793,0.4837992987777607,0.10597503063152476,0.3068961203098297,0.5007630508557579,,,772.1670732498169,25,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
11,True,2020-February-14 14:59,ta/d_dataset_t1/aug_data,cnn_bilstm_large,0.09360908212223767,0.29063066840171814,0.5519975608783059,0.10818605441525621,0.3109334707260132,0.48791938869671214,0.10712229714503907,0.3096054196357727,0.4941395087927788,,,711.6869728565216,30,10,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
