Experiment_no,Disyllable,Date,Dataset,Model,Type CNN,Train Loss,Train RMSE,Train R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,Loss function,Optimizer,EarlyStopPatience,Batch size,Epochs,Learning rate,Train feature shape,Label shape,test_size(%),val_size(%),Load_save,Load_checkpoint,EarlyStop At
95,FALSE,2020-January-04 00:03,ta/m_dataset_3_u/prep_data,nn_fbc_13,FALSE,0.003459142,0.057445396,0.791494052,0.003619262,0.0596359,0.790292265,,,303.8344281,mse,AMSGrad,5,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
96,FALSE,2020-January-04 00:13,ta/m_dataset_3_u/prep_data,nn_fbc_13,FALSE,0.003094695,0.053993881,0.810999099,0.003486103,0.058371812,0.797849658,,,451.3323646,mse,AMSGrad,15,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
96,FALSE,2020-January-04 11:53,ta/m_dataset_3_u/prep_data,nn_fbc_13,FALSE,0.003048312,0.053589493,0.815739288,0.003424515,0.057850778,0.802777489,,,966.8736699,mse,AMSGrad,15,128,1000,0.001,"(44052, 13, 39)","(44052, 18)",0.05,0.05,,,
97,FALSE,2020-January-04 12:13,ta/m_dataset_3_u_L/prep_data,nn_bilstm,FALSE,0.001103227,0.031142883,0.923287203,0.004274388,0.064287804,0.762843342,,,774.7287786,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
98,FALSE,2020-January-04 12:28,ta/m_dataset_3_u_L/prep_data,nn_lstm,FALSE,0.002025885,0.043165449,0.867465869,0.004408721,0.065480508,0.753006006,,,856.0534921,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
99,FALSE,2020-January-04 12:37,ta/m_dataset_3_u_L/prep_data,nn_bilstm_12,FALSE,0.001356664,0.034146819,0.909586932,0.004126601,0.063158378,0.770760683,,,526.9235394,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
100,FALSE,2020-January-04 12:49,ta/m_dataset_3_u_L/prep_data,nn_bilstm_15,FALSE,0.002133753,0.044060439,0.863323357,0.004315548,0.064796455,0.761287414,,,699.4273202,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
101,FALSE,2020-January-04 13:02,ta/m_dataset_3_u_L/prep_data,nn_fc_bilstm_fc_drop,FALSE,0.00188485,0.041071367,0.882591421,0.002890618,0.052709796,0.831925675,,,710.5787833,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
102,FALSE,2020-January-04 13:21,ta/m_dataset_3_u_L/prep_data,nn_fc_bilstm_fc_2_drop,FALSE,0.001610223,0.037951667,0.895646567,0.002874538,0.052545685,0.83294179,,,1103.928344,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
103,FALSE,2020-January-04 13:39,ta/m_dataset_3_u_L/prep_data,nn_fc_bilstm_cn_fc_drop,FALSE,0.001314207,0.034401193,0.915617846,0.002891073,0.052735731,0.832516581,,,1051.301751,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
104,FALSE,2020-January-04 14:06,ta/m_dataset_3_u_L/prep_data,nn_fbc_5,FALSE,0.001981956,0.042178404,0.877252619,0.00268248,0.050754242,0.841490776,0.113144659,0.633998651,1633.053442,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
105,FALSE,2020-January-04 14:31,ta/m_dataset_3_u_L/prep_data,nn_fbc_6,FALSE,0.001479376,0.036469288,0.906022056,0.003177791,0.055257473,0.817979058,,,1421.613075,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
106,FALSE,2020-January-04 15:28,ta/m_dataset_3_u_L/prep_data,nn_fbc_11,FALSE,0.002514206,0.048114832,0.845359546,0.002950057,0.053565752,0.824360454,,,1411.572205,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
107,FALSE,2020-January-04 15:56,ta/m_dataset_3_u_L/prep_data,nn_fbc_12,FALSE,0.002659014,0.049630404,0.836091226,0.003493648,0.058214992,0.798691816,,,1048.456747,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
108,FALSE,2020-January-04 16:16,ta/m_dataset_3_u_L/prep_data,nn_bilstm_22,FALSE,0.000624209,0.022445219,0.959372428,0.004415104,0.065341137,0.756315393,,,1192.101347,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
109,FALSE,2020-January-04 16:55,ta/m_dataset_3_u_L/prep_data,nn_bilstm_23,FALSE,0.004610109,0.066525064,0.73184351,0.00479778,0.06864313,0.728483396,,,2238.065454,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
110,FALSE,2020-January-04 17:03,ta/m_dataset_3_u_L/prep_data,nn_fc,FALSE,0.017958772,0.133881763,-1.01E-06,0.018091251,0.134392053,-4.95E-05,,,489.4172792,mse,AMSGrad,20,64,1000,0.001,"(56058, 13, 39)","(56058, 18)",0.05,0.05,,,
