Experiment_no,Disyllable,Date,Dataset,Model,Train Loss,Train RMSE,Train R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,Loss function,Optimizer,EarlyStopPatience,Batch size,Epochs,EarlyStop At,Learning rate,Label mode,Eval label mode,Train feature shape,Label shape,Load_save,Load_checkpoint
12,True,2020-January-24 15:21,ta/d_dataset_4/prep_exp10_l4,bilstm,0.4093307769163584,0.6104010343551636,0.5905158812826307,0.5039398624312869,0.6742965579032898,0.4937514681228732,,,159.35746932029724,mse,RMSProp,,128,10,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
13,True,2020-January-24 15:29,ta/d_dataset_4/prep_exp10_l4,bilstm,0.4156643603781708,0.6173015236854553,0.5841799254670823,0.519607091726505,0.6857286095619202,0.4780114563525985,,,293.40977931022644,mse,RMSProp,,128,20,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
16,True,2020-January-25 13:25,ta/d_dataset_4/prep_exp10_l4,cnn_bilstm,0.6488664810014373,0.787481963634491,0.3508904454474856,0.6432390488314682,0.7837544083595276,0.35374781752092177,,,1499.7806134223938,mse,RMSProp,,64,100,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
15,True,2020-January-25 13:58,ta/d_dataset_4/prep_exp10_l4,bilstm,0.4449215809245105,0.6493082046508789,0.5549117454205863,0.5849932679681756,0.7398393154144287,0.4122605455818523,,,1898.1235814094546,mse,RMSProp,,64,100,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
17,True,2020-January-25 15:16,ta/d_dataset_4/prep_exp10_l4,bilstm,0.21452518852711605,0.4476138949394226,0.7853944476787134,0.6079302775162754,0.7368971705436707,0.3894172562634498,,,2485.912318468094,mse,RMSProp,,64,100,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
18,True,2020-January-25 15:54,ta/d_dataset_4/prep_exp10_l4,cnn_bilstm,0.1691507486720627,0.3892599046230316,0.8307858849474697,0.6075539475983818,0.7289614677429199,0.3897072012817401,,,2218.6043784618373,mse,RMSProp,,64,100,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
20,True,2020-January-25 16:51,ta/d_dataset_4/prep_exp10_l4,cnn_bilstm,0.058681899295109925,0.23043859004974365,0.9412961177112464,0.6146661756569858,0.7407287359237671,0.3824824729374391,,,2108.894675970077,mse,RMSProp,,64,100,,0.005,4,,"(45398, 41, 39)","(45398, 17)",,
21,True,2020-January-25 17:33,ta/d_dataset_4/prep_exp10_l4,bilstm,0.027093129639617883,0.15861593186855316,0.9728967208901356,0.7908811734659772,0.8531842231750488,0.2055074378271292,,,2412.356718778611,mse,RMSProp,,64,100,,0.0001,4,,"(45398, 41, 39)","(45398, 17)",,
22,True,2020-January-25 18:09,ta/d_dataset_4/prep_exp10_l4,cnn_bilstm,0.03846626454747072,0.1872179955244065,0.9615193254848676,0.7556708326258543,0.8328452706336975,0.2408568648965267,,,2151.7026417255397,mse,RMSProp,,64,100,,0.0001,4,,"(45398, 41, 39)","(45398, 17)",,
26,True,2020-January-27 16:28,ta/d_dataset_4/prep_exp10,pure_bilstm,0.0011294123716390832,0.03159140422940253,0.9772245554307092,0.03265708473150506,0.1709097921848297,0.3678966999515804,,,3075.021533727646,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
27,True,2020-January-27 16:51,ta/d_dataset_4/prep_exp10,fc_large_batchnorm,0.008894350890478358,0.08927313983440399,0.8204826645814083,0.02799521792103721,0.15780700743198395,0.4577783612896701,,,1331.0740330219267,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
28,True,2020-January-27 17:05,ta/d_dataset_4/prep_exp10,self_norm_fc,0.11134734357324767,0.23412828147411344,-0.043221869882069,0.111208352207211,0.2339218258857727,-0.04610437143867685,,,812.8718063831329,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
29,True,2020-January-27 17:54,ta/d_dataset_4/prep_exp10,reg_pure_bilstm,0.005926562963723427,0.07335827499628067,0.8785566625972993,0.0331216406623118,0.17014016211032867,0.3604204228132353,,,2896.745431184769,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
30,True,2020-January-27 18:21,ta/d_dataset_4/prep_exp10,cnn_bilstm,0.002889891586045433,0.050412654876708984,0.9417796219874952,0.03182898563292184,0.16852232813835144,0.3854498784335804,,,1566.3830845355988,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
32,True,2020-January-27 18:51,ta/d_dataset_4/prep_exp10,reg_bilstm,0.01576031065187832,0.12146224826574326,0.6812556088524501,0.03233397378414584,0.1718016266822815,0.3796573363406136,,,1756.4722514152527,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
31,True,2020-January-27 19:21,ta/d_dataset_4/prep_exp10,bilstm,0.06034318482123116,0.2292264401912689,-0.0009712310594094387,0.060259970507517635,0.2291293889284134,-0.0043834155192454816,,,1730.2777321338654,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
33,True,2020-January-27 20:09,ta/d_dataset_4/prep_exp10,reg_pure_bilstm,0.0062779380574412465,0.07558531314134598,0.8714541627550267,0.03286026084835577,0.16949409246444702,0.3644746320218273,,,2801.4437918663025,mse,Nadam,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
34,True,2020-January-27 20:55,ta/d_dataset_4/prep_exp10,reg_pure_bilstm,0.0047584044306154425,0.06615249812602997,0.9017602817775257,0.03352400094000478,0.17161236703395846,0.35250791053018105,,,2701.992755651474,mse,Adam,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
35,True,2020-January-27 21:26,ta/d_dataset_4/prep_exp10,bilstm_with_reg_dense,0.001535518408970925,0.03732234984636307,0.9689483464793334,0.032684009180278084,0.17150521278381348,0.3678550371442758,,,1824.7807941436768,mse,RMSProp,,64,100,,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
36,True,2020-January-27 22:15,ta/d_dataset_4/prep_exp10,bilstm_with_reg_dense,0.01074146060525381,0.0989154577255249,0.7810447179105177,0.03092573455181235,0.1663830280303955,0.40588269550262746,,,332.75453686714167,mse,RMSProp,10.0,64,100,17.0,0.001,5,,"(45398, 17, 39)","(45398, 17)",,
37,True,2020-January-29 08:17,ta/d_dataset_4L/prep_exp10,pure_bilstm,0.010028800254959854,0.09446148574352264,0.796025305269598,0.028267932559403262,0.15702542662620544,0.4536581201588266,,,798.159069776535,mse,RMSProp,10.0,64,100,17.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
39,True,2020-January-29 08:39,ta/d_dataset_4L/prep_exp10,fc_large_batchnorm,0.01806349475005161,0.12773317098617554,0.6440342002815491,0.02366003143651346,0.14529456198215485,0.5403087436516611,,,1083.2532486915586,mse,RMSProp,10.0,64,500,49.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
40,True,2020-January-29 08:45,ta/d_dataset_4L/prep_exp10,self_norm_fc,0.1069076182178037,0.233796164393425,-0.048654868145914236,0.10712090863658796,0.23418746888637546,-0.05160277992800655,,,301.0070502758026,mse,RMSProp,10.0,64,500,20.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
41,True,2020-January-29 08:59,ta/d_dataset_4L/prep_exp10,reg_pure_bilstm,0.016137392636917547,0.11981745064258575,0.6791478621629787,0.025926999665027275,0.15038467943668365,0.4994871636021816,,,767.2370746135713,mse,RMSProp,10.0,64,500,16.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
42,True,2020-January-29 09:09,ta/d_dataset_4L/prep_exp10,bilstm_with_reg_dense,0.011885982620539456,0.10381705313920976,0.7558804970009524,0.028939281843384682,0.15986870229244232,0.439452481443156,,,526.3507432937622,mse,RMSProp,10.0,64,500,18.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
43,True,2020-January-29 09:19,ta/d_dataset_4L/prep_exp10,cnn_bilstm,0.01564680133152992,0.1180751770734787,0.6907596249607844,0.02692126871274104,0.1539149433374405,0.4805584493809184,,,531.2911071777344,mse,RMSProp,10.0,64,500,20.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
44,True,2020-January-29 09:32,ta/d_dataset_4L/prep_exp10,reg_bilstm,0.02350635856607877,0.1479637324810028,0.5378709820870824,0.029899605342728976,0.16541235148906708,0.4236713052220205,,,746.8867251873016,mse,RMSProp,10.0,64,500,25.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
45,True,2020-January-29 09:48,ta/d_dataset_4L/prep_exp10,reg_pure_bilstm,0.015545512666362163,0.11770273000001907,0.6907084471320568,0.026199077597103958,0.15085285902023315,0.4945073858159872,,,837.6473410129547,mse,Nadam,10.0,64,500,17.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
46,True,2020-January-29 10:03,ta/d_dataset_4L/prep_exp10,reg_pure_bilstm,0.01563164592271506,0.11828190088272095,0.6886065857691063,0.02572069502185149,0.1499422937631607,0.5027062116967354,,,812.1498067378998,mse,Adam,10.0,64,500,17.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
47,True,2020-January-29 12:03,ta/d_dataset_4L/prep_exp10,reg_pure_bilstm,0.0443158626086703,0.2030489444732666,0.15665910993623433,0.044312562274815205,0.20128574967384336,0.1524253640015959,,,765.1154561042786,mse,Adam,10.0,64,500,16.0,0.001,5,,"(93082, 17, 39)","(93082, 17)",,
48,True,2020-January-29 12:23,ta/d_dataset_4L/prep_exp10_L,reg_pure_bilstm,0.016235842311858057,0.12015672028064728,0.6783348808819636,0.026236046319475938,0.1509101539850235,0.4944608433960542,,,665.3383512496947,mse,Adam,10.0,128,500,17.0,0.001,5,,"(131170, 17, 39)","(131170, 17)",,
49,True,2020-January-29 13:41,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.029141085713842045,0.16396966576576233,0.43984373647819575,0.03097285032201448,0.16868223249912262,0.4065129441308985,,,905.4890534877776,mse,Adam,10.0,128,500,18.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
50,True,2020-January-29 14:04,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.0177468514777379,0.1256730705499649,0.6494371601371358,0.026348376882348482,0.151423379778862,0.4903036960718302,,,1048.4567239284518,mse,RMSProp,10.0,128,500,21.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
51,True,2020-January-29 14:28,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.01618926105192809,0.11961591988801955,0.6787169030754189,0.026885008676313733,0.1520787477493286,0.4798122289482154,,,1296.5066342353819,mse,Adam,20.0,128,500,26.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
52,True,2020-January-29 15:40,ta/d_dataset_4L/prep_exp10_XL_2,reg_pure_bilstm,0.07451530506145168,0.25678420066833496,0.6352868709627573,0.10689301759978154,0.30423057079315186,0.4853366894367166,,,857.6850945949554,mse,RMSProp,10.0,128,500,17.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
53,True,2020-January-29 16:00,ta/d_dataset_4L/prep_exp10_XL_2,reg_pure_bilstm,0.0678913856278663,0.24508659541606906,0.6649650172458516,0.1060794985676205,0.3023847043514252,0.4876472700403559,,,1050.201636552811,mse,Adam,15.0,128,500,21.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
54,True,2020-January-29 16:17,ta/d_dataset_4L/prep_exp10_XL_2,reg_pure_bilstm,0.07295513136170872,0.25425076484680176,0.6423631197197374,0.104056753220537,0.3004477620124817,0.4975656281412949,,,853.0182683467865,mse,RMSProp,10.0,32,500,17.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
55,True,2020-January-29 16:34,ta/d_dataset_4L/prep_exp10_XL_2,reg_pure_bilstm,0.07199261447898307,0.2524925172328949,0.6458141003738223,0.10411924458366706,0.3004019856452942,0.4973008091190853,,,806.7347390651703,mse,Adam,10.0,32,500,16.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
56,True,2020-January-29 17:20,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.017072282008475336,0.12299324572086336,0.6633682553538707,0.02641968723283735,0.15092305839061734,0.4904765905435593,,,1719.0142645835876,mse,AMSGRAD,15.0,64,1000,20.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
57,True,2020-January-29 17:53,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.016780187738241102,0.12199606001377104,0.6690853565878909,0.026124873401492586,0.1501922607421875,0.4963371925586673,,,1813.7563338279724,mse,AMSGRAD,15.0,64,1000,21.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
58,True,2020-January-29 18:23,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.024539574628708552,0.14909720420837402,0.5246631977495424,0.02542963936863496,0.1508401781320572,0.5091304386887141,,,1613.9288392066956,mse,AMSGRAD,15.0,64,1000,19.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
59,True,2020-January-29 18:58,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.021628732717139536,0.13880136609077454,0.5788820350800483,0.026163538289928377,0.15142403542995453,0.4948268118283805,,,1906.3147447109225,mse,AMSGRAD,15.0,64,1000,22.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
78,True,2020-January-29 19:34,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.016679017239286675,0.12152352184057234,0.6707942201783873,0.02666684118998341,0.15148843824863434,0.4854548059036648,,,1989.980051994324,mse,AMSGRAD,15.0,64,1000,23.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
60,True,2020-January-29 20:05,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.017247042686538986,0.12364765256643295,0.6595552872448353,0.02642739099316604,0.1513298600912094,0.4895228104393496,,,1733.9788706302645,mse,AMSGRAD,15.0,64,1000,20.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
61,True,2020-January-29 20:49,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.04124587916981435,0.1959121972322464,0.19818658619485865,0.042730951525183504,0.1986477077007293,0.16213000459578686,,,2415.563566446305,mse,AMSGRAD,15.0,64,1000,17.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
62,True,2020-January-29 21:29,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.02120323283380104,0.13762828707695007,0.5866696174655628,0.024525279677811214,0.14657695591449738,0.5252501262753486,,,2220.9730458259587,mse,AMSGRAD,15.0,64,1000,27.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
63,True,2020-January-29 21:57,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.016873052735692808,0.12242123484611513,0.6667382636981922,0.02582318887180689,0.14990970492362976,0.5024154552267854,,,1536.8823909759521,mse,AMSGRAD,15.0,64,1000,20.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
64,True,2020-January-29 22:35,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.017058539637182832,0.12286696583032608,0.6634514674425961,0.026266666797373432,0.1505642980337143,0.492900001552813,,,2100.8493614196773,mse,AMSGRAD,15.0,64,1000,22.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
65,True,2020-January-29 23:15,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.01771329068464489,0.12523825466632846,0.6511114495131024,0.025937054502398787,0.14980505406856534,0.4982037382709047,,,2157.8400342464447,mse,AMSGRAD,15.0,64,1000,21.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
66,True,2020-January-29 23:59,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.018045081997514274,0.12608931958675385,0.6448768190854417,0.026722672659179502,0.1515754908323288,0.4848710172722354,,,2460.5401327610016,mse,AMSGRAD,15.0,64,1000,22.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
67,True,2020-January-30 00:52,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.017901904104907426,0.1257787048816681,0.6475211757294281,0.026620187894421988,0.1513686329126358,0.4855151182229597,,,2927.289222002029,mse,AMSGRAD,15.0,64,1000,24.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
68,True,2020-January-30 01:38,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.020648615160293603,0.13576726615428925,0.5960935480764773,0.02456348210861484,0.14669585227966309,0.525329197048636,,,2584.32861328125,mse,AMSGRAD,15.0,64,1000,35.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
69,True,2020-January-30 02:19,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.021421380559525333,0.13811378180980682,0.5826302158029305,0.0247174157813319,0.14687490463256836,0.5218204272672267,,,2284.306940317154,mse,AMSGRAD,15.0,64,1000,25.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
70,True,2020-January-30 03:10,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.021180679823390784,0.13723322749137878,0.5873227927884922,0.025119334127301458,0.14788231253623962,0.5158886496923021,,,2859.635447978973,mse,AMSGRAD,15.0,64,1000,29.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
71,True,2020-January-30 04:05,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.02121630937428096,0.13748086988925934,0.5861197240493783,0.02467134157641706,0.1468205451965332,0.5224779824298065,,,3067.5038888454437,mse,AMSGRAD,15.0,64,1000,29.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
72,True,2020-January-30 05:13,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.021029301179881443,0.13681706786155698,0.5897147177559956,0.02528735794554693,0.14845764636993408,0.5114873236640465,,,3888.739866733551,mse,AMSGRAD,15.0,64,1000,34.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
73,True,2020-January-30 06:18,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.01881739881178721,0.12944427132606506,0.62907071613717,0.024781767169620324,0.14701268076896667,0.521724747366886,,,3686.006262779236,mse,AMSGRAD,15.0,64,1000,31.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
74,True,2020-January-30 07:14,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.013197710756176638,0.10777474194765092,0.7361917055687429,0.0275560179616,0.15380705893039706,0.4672855515759755,,,3111.940364360809,mse,AMSGRAD,15.0,64,1000,19.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
75,True,2020-January-30 08:21,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.0137634705096359,0.11007270961999893,0.7262606730583627,0.027821119600606275,0.15442828834056854,0.4633701728431154,,,3741.654627561569,mse,AMSGRAD,15.0,64,1000,20.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
76,True,2020-January-30 09:59,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.016957981689994742,0.12239234894514085,0.6647010237171156,0.02605645561663453,0.1497907191514969,0.4973815097145447,,,5630.023525238037,mse,AMSGRAD,15.0,64,1000,27.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
79,True,2020-January-30 11:13,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.015352764032142181,0.11632181704044342,0.6954109786377811,0.02705129678693417,0.15243498980998993,0.477054100350822,,,3119.745651960373,mse,AMSGRAD,25.0,64,1000,33.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
80,True,2020-January-30 11:28,ta/d_dataset_4L/prep_exp10_XL,reg_pure_bilstm,0.0269000075797899,0.15691593289375305,0.4816708667248103,0.02615010992751173,0.15398232638835907,0.4950555922182833,,,698.1405596733093,mse,AMSGRAD,5.0,64,1000,7.0,0.001,5,,"(171530, 17, 39)","(171530, 17)",,
