Experiment_no,Disyllable,Date,Dataset,Model,Train Loss,Train RMSE,Train R2,Validate Loss,Validate RMSE,Validate R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,EarlyStop At,EarlyStopPatience,Learning rate,Batch size,Epochs,Loss function,Optimizer,Label mode,Eval label mode,Train feature shape,Label shape,Load_save,Load_checkpoint
75,True,2020-March-03 15:29,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.029753747609503,0.16816608200900554,0.8733259862702575,0.030775714795757268,0.16995260028778544,0.8704974357395129,0.03067608073001445,0.16960465532078134,0.8707315774200871,,,4423.959097385407,91.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
76,True,2020-March-03 15:57,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.034326678333960844,0.18033278782263384,0.8546859475444315,0.03154284666847766,0.17264121569950294,0.8667462232317203,0.03083177213632624,0.17064740818276353,0.8695415341652608,,,1098.5639560222626,36.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
77,True,2020-March-03 16:27,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.033984073440393635,0.17929089873112986,0.8562976195656175,0.03127280740132704,0.17175696768874418,0.8681671107717809,0.03070216254320953,0.17015356381380345,0.8702516202628688,,,1100.7968344688416,36.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
78,True,2020-March-03 17:13,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.0316891071369542,0.17336795870542787,0.8654720619350417,0.03269492543219433,0.17508428553039912,0.8631063622283336,0.03219920976294412,0.1737870764782105,0.8646148241611111,,,1518.237046957016,,,0.001,64,50,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
79,True,2020-March-03 17:27,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.0340731601280318,0.17967538607202685,0.8557467308166797,0.03219315295040452,0.17426406733191865,0.8644357321146938,0.031959345220271385,0.17353891506454644,0.8650329385122024,,,711.0012764930725,36.0,10.0,0.001,128,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
80,True,2020-March-03 17:39,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.035005715835483536,0.1819836918036668,0.8518793280264741,0.034318275263225284,0.17911296259908902,0.8567202378162049,0.03417687230312996,0.17867685160214794,0.8569272757587224,,,523.4073450565338,36.0,10.0,0.001,256,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
81,True,2020-March-03 18:25,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.030330100059015864,0.1697506411840221,0.8711103925793064,0.031636023452110265,0.17259411764210186,0.8667496577800293,0.031096131739591894,0.17096105167591008,0.8688032772697627,,,2634.9503390789027,51.0,10.0,0.001,32,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
82,True,2020-March-03 18:47,ta/d_dataset_t3_40k_c/prep_data_13_s,senet,0.0339330514319516,0.17914086828617012,0.8566310158871046,0.03181653191051828,0.1732356442843098,0.8659691947543432,0.0309559245838658,0.1708529828571021,0.8692938194639933,,,1100.9894053936002,36.0,10.0,0.001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
83,True,2020-March-03 19:26,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.03796599458272207,0.189605834646124,0.8398801116988045,0.035284280356723804,0.1822992451314797,0.8520843575871002,0.034686036114921305,0.18093931102435207,0.8539768072156724,,,2173.3417489528656,72.0,10.0,0.0001,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
84,True,2020-March-03 19:43,ta/d_dataset_t3_40k_c/prep_data_13,senet,0.03629480504577974,0.18537591501424955,0.8464683085517409,0.03866015548979439,0.1901423518982251,0.8385620710380414,0.03772271790958652,0.187857360204178,0.8418575590157262,,,880.1448445320129,29.0,10.0,0.01,64,1000,mse,AMSgrad,5,,"(105700, 24, 39)","(105700, 17)",,
