Experiment_no,Disyllable,Date,Dataset,Model,Train Loss,Train RMSE,Train R2,Validate Loss,Validate RMSE,Validate R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,EarlyStop At,EarlyStopPatience,Learning rate,Batch size,Epochs,Loss function,Optimizer,Label mode,Eval label mode,Train feature shape,Label shape,Load_save,Load_checkpoint
11,True,2020-February-13 14:33,ta/d_dataset_t1/aug_data,gru,0.08303236487437944,0.2731077671051025,0.5989671645706159,0.11408726798677908,0.3181142508983612,0.4628518275278373,0.11134464340949317,0.3143443465232849,0.4761195665717303,,,546.8936181068419,15,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
12,True,2020-February-13 14:41,ta/d_dataset_t1/aug_data,bilstm,0.07705950743970258,0.261999785900116,0.6266422020883241,0.11875676298604428,0.32375767827034,0.4426873166030443,0.11450424775489736,0.31757983565330505,0.4653429116117427,,,450.2354383468628,7,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
13,True,2020-February-13 14:52,ta/d_dataset_t1/aug_data,bigru,0.07352650212617401,0.2578735649585724,0.6431816587747214,0.1148004658235134,0.31955891847610474,0.4598789197821712,0.11237682826361746,0.3162055015563965,0.4725026634055763,,,589.0061323642732,10,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
14,True,2020-February-13 15:02,ta/d_dataset_t1/aug_data,cnn_bilstm,0.11817825631347492,0.3285606205463409,0.4448915583860682,0.11876289321823436,0.32872503995895386,0.4412526105325799,0.11786137141291582,0.32767540216445923,0.44776249142051583,,,577.5383579730988,10,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
15,True,2020-February-13 15:15,ta/d_dataset_t1/aug_data,cnn_bigru,0.10006872899821943,0.3015959858894348,0.523800840689978,0.11368562706636062,0.3202510476112366,0.4639918042766918,0.11103399682987901,0.3168027102947235,0.4784793548329701,,,750.0277075767517,14,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
16,True,2020-February-13 15:31,ta/d_dataset_t1/aug_data,FCNN,0.1362242921817318,0.35462743043899536,0.36439735546838137,0.1330309892248794,0.3498206436634064,0.3790411286349215,0.1321463918069783,0.3494340181350708,0.38618499532573,,,939.4211935997008,63,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
17,True,2020-February-13 15:43,ta/d_dataset_t1/aug_data,lstm,0.08435775469528067,0.2729231417179108,0.5936312980634066,0.11782110400331965,0.3207027316093445,0.4461437493666877,0.11463000392195567,0.31626808643341064,0.4628549709231993,,,656.527045249939,17,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
18,True,2020-February-13 16:09,ta/d_dataset_t1/aug_data,gru,0.09902431036930684,0.2986960411071777,0.5235979784828708,0.12376078073975699,0.3319534957408905,0.4230934740032397,0.12100944859531525,0.32817769050598145,0.4375146758518056,,,1541.574770450592,43,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
19,True,2020-February-13 16:23,ta/d_dataset_t1/aug_data,bilstm,0.08156830776840318,0.26952484250068665,0.6045691084347975,0.1210595236156138,0.325962632894516,0.43619331495849656,0.11929386286974494,0.3232892155647278,0.4464483633948171,,,816.5180892944336,13,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
20,True,2020-February-13 16:43,ta/d_dataset_t1/aug_data,bigru,0.09951342125128257,0.2985956966876984,0.5240818278551478,0.12271559878392332,0.32992345094680786,0.42888237922613504,0.11884917204785796,0.3248627483844757,0.4486841928583545,,,1163.5235471725466,20,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
21,True,2020-February-13 17:03,ta/d_dataset_t1/aug_data,cnn_bilstm,0.11672075134393033,0.3271744549274445,0.4485122191497538,0.11683480048404292,0.3259187638759613,0.4497617962164643,0.11532113196031492,0.32454442977905273,0.4585040702157434,,,1139.5491890907288,20,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
22,True,2020-February-13 17:27,ta/d_dataset_t1/aug_data,cnn_bigru,0.09642265352405882,0.2945787608623505,0.5372279584999327,0.11401874496724385,0.3187219202518463,0.462017287071345,0.1113930246119905,0.3153024315834045,0.4751073290739472,,,1424.061884880066,27,5,0.001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
23,True,2020-February-13 17:29,ta/d_dataset_t1/aug_data,baseline,0.1728291227901834,0.4030598104000092,0.19065509904034605,0.17121260250247866,0.3999288976192473,0.19489652561175064,0.1700332804467595,0.3993337750434876,0.20125535582622656,,,54.740105628967285,14,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
24,True,2020-February-13 17:32,ta/d_dataset_t1/aug_data,FCNN,0.11894241462940296,0.33085885643959045,0.4385434681047712,0.12056995157273682,0.33224982023239136,0.4320252618630072,0.11905006754149852,0.3307565450668335,0.4416025675548003,,,214.50902557373047,28,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
25,True,2020-February-13 17:36,ta/d_dataset_t1/aug_data,lstm,0.08586945425109573,0.27659279108047485,0.5871161100339048,0.11439600574126045,0.3169824481010437,0.4610321021308101,0.11231150632582686,0.3139044046401977,0.4734543382370767,,,203.16752648353577,10,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
26,True,2020-February-13 17:43,ta/d_dataset_t1/aug_data,gru,0.09436060824723536,0.2918701767921448,0.5471709887630258,0.1168282279741553,0.32258573174476624,0.4538812195255061,0.11368471768704365,0.3181375563144684,0.4708187838339988,,,371.8654356002808,20,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
27,True,2020-February-13 17:50,ta/d_dataset_t1/aug_data,bilstm,0.0732652142869568,0.2560534179210663,0.6435052065467204,0.11622216806522034,0.32075968384742737,0.4539808022361902,0.11432655737323125,0.31696733832359314,0.4662476689339622,,,364.25551795959467,11,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
28,True,2020-February-13 17:59,ta/d_dataset_t1/aug_data,bigru,0.07815151709253884,0.26376333832740784,0.6208310594384867,0.1190908850686064,0.3231983780860901,0.4426749026594627,0.1143070741262455,0.3163458704948425,0.4675851595107405,,,517.7162306308746,17,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
29,True,2020-February-13 18:12,ta/d_dataset_t1/aug_data,cnn_bilstm,0.10796673153528832,0.31272977590560913,0.4891229377073073,0.1127333486509078,0.31845349073410034,0.4687722676456457,0.11066265210619933,0.3160651922225952,0.479190551396681,,,697.5317463874817,24,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
30,True,2020-February-13 18:20,ta/d_dataset_t1/aug_data,cnn_bigru,0.09644475479599696,0.2945140302181244,0.5390547093080502,0.11345489605674056,0.3184445798397064,0.4652275467408972,0.11127448177708686,0.31491464376449585,0.47757281559087,,,477.9237809181213,17,5,0.001,32,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
31,True,2020-February-13 18:21,ta/d_dataset_t1/aug_data,baseline,0.16194890925279018,0.3904750645160675,0.2398051649290248,0.16299072652629687,0.3902330696582794,0.2318042485598825,0.16172560945638312,0.3893198370933533,0.24090170880666284,,,37.332031965255744,18,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
32,True,2020-February-13 18:24,ta/d_dataset_t1/aug_data,FCNN,0.11732889359008275,0.32774481177330017,0.4420136872622915,0.11789644391689215,0.32730817794799805,0.4412082372468655,0.11556613163598126,0.32478392124176025,0.4546781985245469,,,152.8441355228424,35,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
33,True,2020-February-13 18:26,ta/d_dataset_t1/aug_data,lstm,0.08513431520024688,0.2753283083438873,0.5904798588873494,0.11573032191451925,0.3183890879154205,0.4556928090855639,0.11308728122731605,0.3144229352474213,0.4711629796492544,,,119.90869164466858,11,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
34,True,2020-February-13 18:30,ta/d_dataset_t1/aug_data,gru,0.09575070662545326,0.2933848798274994,0.5404535830422437,0.11650175032344699,0.3217584192752838,0.4551197435950189,0.11318669576668045,0.31716790795326233,0.4724043300268848,,,217.53352499008182,22,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
35,True,2020-February-13 18:35,ta/d_dataset_t1/aug_data,bilstm,0.0714496805611081,0.2523219585418701,0.6512066829284051,0.12016933220308347,0.3250558376312256,0.4362475477120691,0.11615571294135192,0.31882965564727783,0.4576405118456194,,,203.7087295055389,11,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
36,True,2020-February-13 18:40,ta/d_dataset_t1/aug_data,bigru,0.08523578575731865,0.2759460508823395,0.5887530450400935,0.11793951710621198,0.3225319981575012,0.4493867768909843,0.11483268089579693,0.3182448744773865,0.4647876226381445,,,252.57486081123352,15,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
37,True,2020-February-13 18:45,ta/d_dataset_t1/aug_data,cnn_bilstm,0.0965352277079334,0.2943376898765564,0.5399228570960082,0.1131705507031854,0.3171224296092987,0.4677942960006203,0.11160778227889286,0.3150742053985596,0.4776214773135077,,,257.58980989456177,16,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
38,True,2020-February-13 18:49,ta/d_dataset_t1/aug_data,cnn_bigru,0.0977047435794298,0.2967064082622528,0.5337690263169594,0.11142516257863667,0.31539276242256165,0.4752729597170239,0.1087533995245335,0.3117121756076813,0.4893717895428626,,,232.9040641784668,15,5,0.001,64,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
39,True,2020-February-13 18:49,ta/d_dataset_t1/aug_data,baseline,0.15532564052177728,0.3824957609176636,0.2750127395897384,0.15614541375351115,0.3821375370025635,0.2675826108524341,0.15428735345585015,0.3808511197566986,0.2785048496694477,,,10.427597999572754,9,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
40,True,2020-February-13 18:51,ta/d_dataset_t1/aug_data,FCNN,0.11813246302220988,0.3296515345573425,0.44038469674329,0.11840546254530285,0.32907459139823914,0.4395665124835971,0.11658966469805558,0.3272417485713959,0.4499676168774416,,,79.19581317901611,33,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
41,True,2020-February-13 18:53,ta/d_dataset_t1/aug_data,lstm,0.08539239845247794,0.27609580755233765,0.5891449930494399,0.11307996777825055,0.3150247037410736,0.4676347013135382,0.11054418445365352,0.3108495771884918,0.481209574697149,,,79.14671277999878,12,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
42,True,2020-February-13 18:55,ta/d_dataset_t1/aug_data,gru,0.1060594358163234,0.3093833923339844,0.4956738195038233,0.11876239571007642,0.32609063386917114,0.4458756249510221,0.11609436606489408,0.32260483503341675,0.4612428772114766,,,88.93222641944885,15,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
43,True,2020-February-13 18:58,ta/d_dataset_t1/aug_data,bilstm,0.07681281327139725,0.26155248284339905,0.6270839730666145,0.1182866729136401,0.322774201631546,0.4450061659853274,0.11487051794812858,0.317576676607132,0.4618229105564874,,,142.84091711044314,10,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
44,True,2020-February-13 19:02,ta/d_dataset_t1/aug_data,bigru,0.0892820657262618,0.28296494483947754,0.5700893946555166,0.11412996691101145,0.31854477524757385,0.4622841548046061,0.1123089505086144,0.31590497493743896,0.4733877127865934,,,183.36277794837952,15,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
45,True,2020-February-13 19:05,ta/d_dataset_t1/aug_data,cnn_bilstm,0.09101691815483944,0.28584402799606323,0.5637790454472433,0.1125093837386196,0.3158118426799774,0.4708348750006669,0.11047329963410944,0.312473326921463,0.4820027091341068,,,164.67004299163818,14,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
46,True,2020-February-13 19:09,ta/d_dataset_t1/aug_data,cnn_bigru,0.10002550702286472,0.3003979027271271,0.5226726882429762,0.11087272781293643,0.31487375497817993,0.4752511322776739,0.10985250562974072,0.3136075437068939,0.4822695276913742,,,161.5589179992676,15,5,0.001,128,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
47,True,2020-February-13 19:10,ta/d_dataset_t1/aug_data,baseline,0.5562528683070157,0.7087956070899963,-1.6526389005813993,0.5638937978047359,0.7083096504211426,-1.692256917233049,0.5546789900838546,0.7062247395515442,-1.646305910766019,,,75.03106713294983,10,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
48,True,2020-February-13 19:13,ta/d_dataset_t1/aug_data,FCNN,0.25385955072608496,0.495959460735321,-0.15751456130810726,0.2544130140512348,0.4962034225463867,-0.1586269399650988,0.2567912423052426,0.4990282356739044,-0.1655882727868152,,,150.4616801738739,10,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
49,True,2020-February-13 19:17,ta/d_dataset_t1/aug_data,lstm,0.16681610130234414,0.3966085314750672,0.224992637799394,0.15891592689645692,0.3867652118206024,0.25948141497542804,0.15894409884799215,0.387808620929718,0.2622776843233107,,,238.0878343582153,6,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
50,True,2020-February-13 19:21,ta/d_dataset_t1/aug_data,gru,0.1755002316639265,0.4092814326286316,0.1876273306110131,0.16920827594673474,0.4016280472278595,0.21659800309452407,0.16941828341534448,0.4024472534656525,0.2184465054600844,,,224.2583837509156,6,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
51,True,2020-February-13 19:30,ta/d_dataset_t1/aug_data,bilstm,0.16786371967875285,0.3977704048156738,0.22170301161400047,0.1591529765856191,0.3871469497680664,0.2608170466384747,0.15805802162819627,0.3865546882152557,0.2685026259835304,,,448.609459400177,7,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
52,True,2020-February-13 19:36,ta/d_dataset_t1/aug_data,bigru,0.19472638419467825,0.4328545928001404,0.1008549844655794,0.19181384242377508,0.42930737137794495,0.11459928057532408,0.19092105351162936,0.4286390841007233,0.12062467219784,,,360.09540343284607,6,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
53,True,2020-February-13 19:44,ta/d_dataset_t1/aug_data,cnn_bilstm,0.21846469942719124,0.4596719145774841,-0.0030292015030661808,0.2199086916405837,0.4609413743019104,-0.008297752673167125,0.22022792549728326,0.4616837203502655,-0.007961249518272595,,,403.50343084335327,7,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
54,True,2020-February-13 19:51,ta/d_dataset_t1/aug_data,cnn_bigru,0.21994904436951002,0.4609050154685974,-0.008216760958992708,0.22193974511818093,0.4627421796321869,-0.015800273017992694,0.22234714298436195,0.4635518193244934,-0.015110583802410815,,,383.1182999610901,7,5,0.01,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
55,True,2020-February-13 19:54,ta/d_dataset_t1/aug_data,baseline,0.14511988502987666,0.369437038898468,0.3249582934263314,0.14582920072760874,0.36907634139060974,0.3211888721206785,0.14414567825012653,0.3677394390106201,0.3305936472844264,,,183.2476508617401,25,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
56,True,2020-February-13 20:08,ta/d_dataset_t1/aug_data,FCNN,0.13049457759390715,0.3467898666858673,0.3894710746058747,0.12841228880349873,0.34305962920188904,0.3991647201233314,0.12692420376940225,0.3417576551437378,0.4096741405433305,,,838.8377997875214,56,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
57,True,2020-February-13 20:23,ta/d_dataset_t1/aug_data,lstm,0.09290584061103588,0.28884196281433105,0.5547106065718239,0.11440618305564405,0.3187033236026764,0.462985540273833,0.11157967123404562,0.31452760100364685,0.4778263803611572,,,847.3428392410277,22,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
58,True,2020-February-13 21:03,ta/d_dataset_t1/aug_data,gru,0.11362100544032805,0.3206101953983307,0.461746185825104,0.11909673283401045,0.3273268043994904,0.4407364688631621,0.11659590725062033,0.3241140842437744,0.4557075478167636,,,2379.7211232185364,67,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
59,True,2020-February-13 21:23,ta/d_dataset_t1/aug_data,bilstm,0.08733708337100521,0.28045186400413513,0.5784650063994166,0.11538755602662322,0.3205888271331787,0.4599759743453433,0.11432152040630393,0.3190309405326843,0.4655741510703374,,,1119.7887949943542,18,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
60,True,2020-February-13 21:58,ta/d_dataset_t1/aug_data,bigru,0.11187085778443848,0.3176672756671905,0.4700912817107809,0.12007330546952327,0.32815948128700256,0.4376141949794745,0.1175927493502112,0.3250162601470947,0.4520421789815193,,,2063.103821992874,36,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
61,True,2020-February-13 22:14,ta/d_dataset_t1/aug_data,cnn_bilstm,0.0967114706298147,0.2957821488380432,0.5374384833323447,0.11213654585220963,0.3166332542896271,0.4719430059713313,0.10886440996287007,0.31200140714645386,0.489127922749234,,,914.4495842456818,16,5,0.0001,16,1000,mse,AMSGRAD,5,,"(53228, 24, 39)","(53228, 17)",,
