Experiment_no,Disyllable,Date,Dataset,Model,Train Loss,Train RMSE,Train R2,Validate Loss,Validate RMSE,Validate R2,Test Loss,Test RMSE,Test R2,Eval RMSE,Eval R2,Training_time,EarlyStop At,EarlyStopPatience,Learning rate,Batch size,Epochs,Loss function,Optimizer,Eval label mode,Train feature shape,Label shape,Load_save,Load_checkpoint
31,True,2020-April-11 16:45,ta/d_dataset_3/prep_data_13,bilstm,0.015218803999999999,0.121999324,0.93946115,0.021693857999999996,0.14471097,0.912113875,0.021110091,0.142838341,0.9146561520000001,0.143355086,0.925769946,917.261332,40,7,0.001,128,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
41,True,2020-April-11 21:34,ta/d_dataset_3/prep_data_13,conv_bilistm,0.027740901000000002,0.145100899,0.9131223540000001,0.028340359,0.14653903199999999,0.909871891,0.028542941000000002,0.147176486,0.9088551570000001,0.15922170900000002,0.894078695,1928.2445690000002,56,15,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
42,True,2020-April-11 22:24,ta/d_dataset_3/prep_data_13,conv_bilistm,0.019168384,0.12902383,0.9315798240000001,0.022958398999999997,0.141877611,0.915373738,0.02351777,0.143651285,0.91303236,0.147732645,0.917317542,2070.83055,61,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
43,True,2020-April-11 23:20,ta/d_dataset_3/prep_data_13,conv_bilistm,0.020591151999999998,0.133916504,0.926610037,0.022627939,0.140622965,0.9176449879999999,0.023188037999999998,0.14241794900000002,0.9151987509999999,0.138147712,0.938815332,2289.871557,67,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
44,True,2020-April-12 00:17,ta/d_dataset_3/prep_data_13,conv_bilistm,0.019498482,0.132175088,0.928486313,0.022139126000000002,0.140887746,0.9172933440000001,0.022497932,0.142105717,0.915567246,0.14337915199999998,0.92893331,1967.2656769999999,59,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
45,True,2020-April-12 01:05,ta/d_dataset_3/prep_data_13,conv_bilistm,0.020528572,0.135548576,0.924589925,0.02208456,0.140590024,0.9176693890000001,0.022350422,0.14135759,0.916741948,0.127601251,0.95380239,1761.2727940000002,52,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
46,True,2020-April-12 01:52,ta/d_dataset_3/prep_data_13,conv_bilistm,0.020482181999999998,0.13507078,0.925507926,0.023109507999999997,0.143661164,0.914110588,0.022953,0.143112963,0.9144680270000001,0.151371852,0.912709785,1705.543652,51,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
47,True,2020-April-12 02:34,ta/d_dataset_3/prep_data_13,conv_bilistm,0.021848499,0.138936912,0.921016252,0.023427804,0.143850203,0.9136675240000001,0.023194547000000003,0.14312535699999998,0.914371147,0.151427358,0.9052566129999999,1396.682045,41,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
48,True,2020-April-12 03:21,ta/d_dataset_3/prep_data_13,conv_bilistm,0.020903754,0.136812413,0.92355101,0.023060887000000002,0.14348738800000002,0.91376966,0.023278889,0.144188318,0.912756206,0.13475441900000001,0.946651204,1705.173205,61,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
49,True,2020-April-12 04:02,ta/d_dataset_3/prep_data_13,conv_bilistm,0.019037418,0.130442872,0.930266872,0.021985856,0.140386401,0.917466607,0.02208183,0.14068678199999998,0.917166446,0.146560684,0.921430832,1313.577687,47,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
50,True,2020-April-12 04:43,ta/d_dataset_3/prep_data_13,conv_bilistm,0.019665441000000002,0.132539376,0.927825983,0.022220103999999997,0.140907281,0.916926784,0.022032299999999998,0.140340001,0.917486191,0.15489763,0.903186745,1400.073283,50,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
51,True,2020-April-12 05:19,ta/d_dataset_3/prep_data_13,conv_bilistm,0.021210956,0.136958899,0.923141078,0.023166175,0.143116915,0.9147435270000001,0.023065101,0.142811695,0.914787217,0.125930935,0.9539936459999999,999.8626052999999,35,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
52,True,2020-April-12 06:08,ta/d_dataset_3/prep_data_13,conv_bilistm,0.022901627999999997,0.143359215,0.9155402579999999,0.023625405,0.14532479999999998,0.9116301059999999,0.023719787000000003,0.14564712,0.9110776690000001,0.125137329,0.9523167359999999,951.8888535,28,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
53,True,2020-April-12 06:44,ta/d_dataset_3/prep_data_13,conv_bilistm,0.021914265,0.140292327,0.919324736,0.023106155,0.143880217,0.9137456840000001,0.023422444,0.144848645,0.912298449,0.144341335,0.928724188,1046.49449,31,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
54,True,2020-April-12 08:08,ta/d_dataset_3/prep_data_13,conv_bilistm,0.026495095,0.147811454,0.910147638,0.02594684,0.145541749,0.911532435,0.025753517000000004,0.144782001,0.9121599029999999,0.130045384,0.951087517,1617.716894,47,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
55,True,2020-April-12 09:21,ta/d_dataset_3/prep_data_13,senet,0.020411971,0.141014996,0.9184594359999999,0.021087091000000002,0.14298302,0.9148785559999999,0.020986539,0.142546822,0.9152169929999999,0.13211841900000001,0.9500835040000001,3218.591484,70,10,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
56,True,2020-April-12 11:52,ta/d_dataset_3/prep_data_13,conv_bilistm,0.020487949,0.135166314,0.924935007,0.022766775,0.142452372,0.914799806,0.022874692000000002,0.142813157,0.914301534,0.145623326,0.921198755,1656.7621359999994,49,20,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,weights.10-0.1380.h5
71,True,2020-April-12 11:52,ta/d_dataset_3/prep_data_13,conv_bilistm,0.020487949,0.135166314,0.924935007,0.022766775,0.142452372,0.914799806,0.022874692000000002,0.142813157,0.914301534,0.20280377566814425,0.8426319300267516,1656.7621359999994,49,20,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,weights.10-0.1380.h5
72,True,2020-April-12 15:55,ta/m_dataset_p2/prep_data_13,conv_bilistm,0.02382883874583964,0.1463177773835543,0.9122183004249794,0.023823277667396368,0.14605228899931907,0.910959409107146,0.023451155781714958,0.144739641620242,0.913431283424032,0.1861930638551712,0.8733578357613274,468.11871361732483,24,7,0.001,64,200,mse,Adam,,"(53069, 23, 39)","(53069, 17)",,
57,True,2020-April-12 17:07,ta/d_dataset_3/prep_data_13,baseline,0.08402534412020513,0.2858911415951382,0.6638453839883169,0.0783399988023022,0.2759321044535539,0.6844443462194284,0.07724044804522617,0.2739797942497871,0.6875468257228747,0.25657954812049866,0.7994350286798954,207.62540698051453,8,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
60,True,2020-April-12 17:44,ta/d_dataset_3/prep_data_13,LTRCNN,0.02740924288904286,0.1425064731255633,0.9164532057512356,0.02965163659853255,0.14940528673395378,0.9066098240582388,0.02997671065219398,0.15035484150722445,0.9050746209406532,0.15198485553264618,0.9081200569771992,2123.2047560215,37,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
61,True,2020-April-12 18:30,ta/d_dataset_3/prep_data_13,conv_bilistm,0.019195677189003973,0.1323780920336404,0.9284128373121012,0.02368009505122267,0.14707780090302372,0.9093476742457612,0.02308840519147476,0.1451606093878378,0.9117348811674594,0.15784339606761932,0.8975893347213166,2621.487077713013,48,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
62,True,2020-April-12 18:48,ta/d_dataset_3/prep_data_13,conv_bilistm,0.02213304646940072,0.14119002622233146,0.9181525531807329,0.023211706674340426,0.14435924419592547,0.9129912011521468,0.0232891759819512,0.14456655337733,0.9128435768107146,0.1337870955467224,0.9480430055664836,989.0423412322998,29,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
58,True,2020-April-12 19:00,ta/d_dataset_3/prep_data_13,FCNN,0.04503479211080949,0.21047005858036247,0.8220572258384808,0.0438450201712999,0.2076348600660617,0.8264859211435107,0.04355916816767398,0.20694793320465327,0.8270562500295602,0.2372843623161316,0.8266322958062753,552.5745275020598,19,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
59,True,2020-April-12 19:26,ta/d_dataset_3/prep_data_13,bilstm,0.016839565737384047,0.12824581802919535,0.9329564756811212,0.02246815358020538,0.1473586149487031,0.9091098819308636,0.022366653191188333,0.14699832141536798,0.9096304544487468,0.15058650076389313,0.9136387250085001,1443.6580967903135,27,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
63,True,2020-April-12 19:52,ta/d_dataset_3/prep_data_13,lstm,0.019210889370149423,0.13708863235425398,0.923476311250553,0.023727722627855292,0.15170675617422955,0.9041395176864516,0.023637871437652343,0.15129119526998405,0.9045388012750256,0.1722239851951599,0.8867750279783827,1509.2786796092987,37,7,0.001,64,200,mse,Adam,,"(99978, 23, 39)","(99978, 17)",,
73,True,2020-April-12 20:16,ta/m_dataset_p2/prep_data_13,baseline,0.0826763007723514,0.28242164705797324,0.6736629434155381,0.0781870520739468,0.2745578666085832,0.6901657388469692,0.07808173949176632,0.27449892692036776,0.693008695155786,,,277.96189522743225,21,7,0.001,64,200,mse,Adam,,"(53069, 23, 39)","(53069, 17)",,
74,True,2020-April-12 20:20,ta/m_dataset_p2/prep_data_13,FCNN,0.048150557694472754,0.21727461504261888,0.8103836201643383,0.04429582741147629,0.20862523553572918,0.825085676906217,0.04446582528695884,0.20901141701840012,0.8254572902006514,,,250.27800130844116,16,7,0.001,64,200,mse,Adam,,"(53069, 23, 39)","(53069, 17)",,
